"sequence","Network_annotation","EggNOG_annotation"
"isogroup8845","isogroup8845|darkorange kME=0.31|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.",NA
"isogroup8849","isogroup8849|lightcyan1 kME=0.44|Associations:(R2=+0.28) response latency; (R2=+0.35) mean meandering in response to visual stimulus.","catechol-O-methyltransferase domain containing 1"
"isogroup8851","isogroup8851|darkred kME=0.28|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup8852","isogroup8852|brown kME=0.55|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.",NA
"isogroup8860","isogroup8860|darkred kME=0.31|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup8863","isogroup8863|greenyellow kME=0.33|Associations:(R2=-0.47) distance traveled in response to visual stimulus.",NA
"isogroup8867","isogroup8867|saddlebrown kME=0.58|Associations:(R2=-0.28) distance between visual stimulus and larva at response initiation; (R2=-0.3) max speed in response to acoustic stimulus.","IG_like"
"isogroup8869","isogroup8869|darkorange kME=0.52|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.","Troponin C type 1 (Slow)"
"isogroup8870","isogroup8870|red kME=0.71|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.","retinol binding protein 2, cellular"
"isogroup8875","isogroup8875|darkred kME=0.44|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup8877","isogroup8877|darkgrey kME=0.36|Associations:(R2=+0.43) response latency; (R2=-0.41) time to max acceleration in response to acoustic stimulus.",NA
"isogroup8880","isogroup8880|saddlebrown kME=0.48|Associations:(R2=-0.28) distance between visual stimulus and larva at response initiation; (R2=-0.3) max speed in response to acoustic stimulus.","phosphodiesterase 4B, cAMP-specific"
"isogroup8896","isogroup8896|darkred kME=0.43|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup8903","isogroup8903|skyblue kME=0.33|Associations:(R2=-0.38) response duration to acoustic stimulus.",NA
"isogroup8910","isogroup8910|black kME=0.39|Associations:(R2=+0.69) time between assay and RNA collection; (R2=+0.29) mean speed in response to visual stimulus.","transducin (beta)-like 2"
"isogroup8924","isogroup8924|black kME=0.42|Associations:(R2=+0.69) time between assay and RNA collection; (R2=+0.29) mean speed in response to visual stimulus.",NA
"isogroup8925","isogroup8925|darkorange kME=0.31|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.",NA
"isogroup8928","isogroup8928|darkred kME=0.55|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup8932","isogroup8932|darkred kME=0.51|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup894","isogroup894|skyblue kME=0.52|Associations:(R2=-0.38) response duration to acoustic stimulus.","cleavage and polyadenylation specific factor 2"
"isogroup8950","isogroup8950|brown kME=0.49|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.","serine peptidase inhibitor, Kazal type 4"
"isogroup8968","isogroup8968|skyblue kME=0.44|Associations:(R2=-0.38) response duration to acoustic stimulus.",NA
"isogroup8973","isogroup8973|darkorange kME=0.38|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.","transmembrane protein 50A"
"isogroup8974","isogroup8974|cyan kME=0.49|Associations:(R2=+0.45) distance between visual stimulus and larva at response initiation; (R2=+0.32) mean speed in response to visual stimulus; (R2=+0.39) max acceleration in response to acoustic stimulus.",NA
"isogroup8975","isogroup8975|blue kME=0.41|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.",NA
"isogroup8978","isogroup8978|darkred kME=0.37|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup8979","isogroup8979|greenyellow kME=0.31|Associations:(R2=-0.47) distance traveled in response to visual stimulus.",NA
"isogroup898","isogroup898|green kME=0.31|Associations:(R2=+0.3) time to max acceleration in response to acoustic stimulus; (R2=-0.34) routine swimming distance traveled; (R2=-0.35) routine swimming mean speed.",NA
"isogroup8996","isogroup8996|darkred kME=0.31|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9003","isogroup9003|brown kME=0.37|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.",NA
"isogroup9006","isogroup9006|darkgrey kME=0.5|Associations:(R2=+0.43) response latency; (R2=-0.41) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9007","isogroup9007|green kME=0.52|Associations:(R2=+0.3) time to max acceleration in response to acoustic stimulus; (R2=-0.34) routine swimming distance traveled; (R2=-0.35) routine swimming mean speed.","ubiquitin-like 5"
"isogroup901","isogroup901|darkred kME=0.51|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9029","isogroup9029|orangered4 kME=0.45|Associations:(R2=+0.3) time between assay and RNA collection; (R2=-0.4) response duration to acoustic stimulus; (R2=-0.34) max speed in response to acoustic stimulus.","protein kinase C delta"
"isogroup9031","isogroup9031|darkgreen kME=0.51|Associations:(R2=+0.43) time to max acceleration in response to acoustic stimulus; (R2=-0.37) mean meandering in response to visual stimulus; (R2=-0.33) response duration to acoustic stimulus; (R2=-0.47) max speed in response to acoustic stimulus.","zinc finger protein 106 homolog (mouse)"
"isogroup9032","isogroup9032|red kME=0.44|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.",NA
"isogroup9038","isogroup9038|brown kME=0.39|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.","TRAF-interacting protein with forkhead-associated domain"
"isogroup9040","isogroup9040|darkorange kME=0.4|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.",NA
"isogroup9049","isogroup9049|blue kME=0.37|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.",NA
"isogroup9051","isogroup9051|darkred kME=0.31|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9056","isogroup9056|darkred kME=0.38|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9057","isogroup9057|blue kME=0.47|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.",NA
"isogroup906","isogroup906|blue kME=0.34|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.",NA
"isogroup9073","isogroup9073|darkred kME=0.44|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9077","isogroup9077|plum1 kME=0.57|Associations:(R2=-0.28) time to max speed in response to acoustic stimulus.",NA
"isogroup9080","isogroup9080|brown kME=0.62|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.","7 transmembrane receptor (rhodopsin family)"
"isogroup9095","isogroup9095|cyan kME=0.53|Associations:(R2=+0.45) distance between visual stimulus and larva at response initiation; (R2=+0.32) mean speed in response to visual stimulus; (R2=+0.39) max acceleration in response to acoustic stimulus.","CDC42 effector protein (Rho GTPase binding)"
"isogroup91","isogroup91|blue kME=0.5|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.",NA
"isogroup910","isogroup910|darkred kME=0.45|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9104","isogroup9104|darkgrey kME=0.4|Associations:(R2=+0.43) response latency; (R2=-0.41) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9148","isogroup9148|darkred kME=0.31|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.","zinc finger protein 644"
"isogroup915","isogroup915|blue kME=0.6|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","peptidyl-prolyl cis-trans isomerase"
"isogroup9182","isogroup9182|blue kME=0.28|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","HtrA serine peptidase"
"isogroup9194","isogroup9194|lightcyan1 kME=0.48|Associations:(R2=+0.28) response latency; (R2=+0.35) mean meandering in response to visual stimulus.","Retinol binding protein 2, cellular"
"isogroup9205","isogroup9205|darkgreen kME=0.5|Associations:(R2=+0.43) time to max acceleration in response to acoustic stimulus; (R2=-0.37) mean meandering in response to visual stimulus; (R2=-0.33) response duration to acoustic stimulus; (R2=-0.47) max speed in response to acoustic stimulus.","netrin G2"
"isogroup9212","isogroup9212|brown kME=0.67|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.",NA
"isogroup9220","isogroup9220|green kME=0.6|Associations:(R2=+0.3) time to max acceleration in response to acoustic stimulus; (R2=-0.34) routine swimming distance traveled; (R2=-0.35) routine swimming mean speed.","ATPase inhibitory factor 1"
"isogroup923","isogroup923|midnightblue kME=0.5|Associations:(R2=+0.42) mean meandering in response to visual stimulus; (R2=-0.32) time between assay and RNA collection.",NA
"isogroup9248","isogroup9248|darkred kME=0.71|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9251","isogroup9251|darkred kME=0.49|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9260","isogroup9260|darkmagenta kME=0.56|Associations:(R2=-0.32) max speed in response to acoustic stimulus.",NA
"isogroup9263","isogroup9263|darkgrey kME=0.37|Associations:(R2=+0.43) response latency; (R2=-0.41) time to max acceleration in response to acoustic stimulus.",NA
"isogroup9281","isogroup9281|black kME=0.54|Associations:(R2=+0.69) time between assay and RNA collection; (R2=+0.29) mean speed in response to visual stimulus.",NA
"isogroup9298","isogroup9298|darkorange kME=0.46|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.",NA
"isogroup9303","isogroup9303|darkred kME=0.35|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.","STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase"
"isogroup9336","isogroup9336|saddlebrown kME=0.63|Associations:(R2=-0.28) distance between visual stimulus and larva at response initiation; (R2=-0.3) max speed in response to acoustic stimulus.","mediator complex subunit 19"
